dataset,sample_index,audio_path,iKnow_rank,final_rank,Hit@1_transition,delta_reciprocal_rank
ESC-50,45,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-15689-A-4.wav,1,1,both_correct,0.0
ESC-50,46,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-15689-B-4.wav,1,1,both_correct,0.0
ESC-50,47,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-160563-A-48.wav,1,1,both_correct,0.0
ESC-50,48,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-160563-B-48.wav,1,1,both_correct,0.0
ESC-50,49,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-16568-A-3.wav,1,1,both_correct,0.0
ESC-50,50,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-16746-A-15.wav,1,1,both_correct,0.0
ESC-50,51,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-17092-A-27.wav,1,1,both_correct,0.0
ESC-50,52,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-17092-B-27.wav,1,1,both_correct,0.0
ESC-50,53,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-17124-A-43.wav,1,1,both_correct,0.0
ESC-50,54,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-17150-A-12.wav,1,1,both_correct,0.0
ESC-50,55,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-172649-A-40.wav,1,1,both_correct,0.0
ESC-50,56,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-172649-B-40.wav,2,1,wrong_to_correct,0.5
ESC-50,57,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-172649-C-40.wav,1,1,both_correct,0.0
ESC-50,58,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-172649-D-40.wav,1,1,both_correct,0.0
ESC-50,59,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-172649-E-40.wav,1,1,both_correct,0.0
ESC-50,60,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-172649-F-40.wav,1,1,both_correct,0.0
ESC-50,61,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-17295-A-29.wav,1,1,both_correct,0.0
ESC-50,62,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-17367-A-10.wav,1,1,both_correct,0.0
ESC-50,63,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-17565-A-12.wav,1,1,both_correct,0.0
ESC-50,64,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-17585-A-7.wav,1,1,both_correct,0.0
ESC-50,65,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-17742-A-12.wav,1,1,both_correct,0.0
ESC-50,66,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-17808-A-12.wav,1,1,both_correct,0.0
ESC-50,67,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-17808-B-12.wav,1,1,both_correct,0.0
ESC-50,68,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-1791-A-26.wav,1,1,both_correct,0.0
ESC-50,69,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-17970-A-4.wav,1,1,both_correct,0.0
ESC-50,70,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-18074-A-6.wav,20,20,both_wrong,0.0
ESC-50,71,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-18074-B-6.wav,15,15,both_wrong,0.0
ESC-50,72,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-181071-A-40.wav,1,1,both_correct,0.0
ESC-50,73,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-181071-B-40.wav,1,1,both_correct,0.0
ESC-50,74,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-18527-A-44.wav,1,1,both_correct,0.0
ESC-50,75,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-18527-B-44.wav,1,1,both_correct,0.0
ESC-50,76,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-18631-A-23.wav,1,1,both_correct,0.0
ESC-50,77,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-18655-A-31.wav,1,1,both_correct,0.0
ESC-50,78,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-187207-A-20.wav,1,1,both_correct,0.0
ESC-50,79,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-18755-A-4.wav,1,1,both_correct,0.0
ESC-50,80,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-18755-B-4.wav,1,1,both_correct,0.0
ESC-50,81,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-18757-A-4.wav,1,1,both_correct,0.0
ESC-50,82,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-18810-A-49.wav,1,1,both_correct,0.0
ESC-50,83,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-19026-A-43.wav,1,1,both_correct,0.0
ESC-50,84,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-19111-A-24.wav,1,1,both_correct,0.0
ESC-50,85,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-19118-A-24.wav,1,1,both_correct,0.0
ESC-50,86,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-19501-A-7.wav,1,1,both_correct,0.0
ESC-50,87,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-196660-A-8.wav,1,1,both_correct,0.0
ESC-50,88,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-196660-B-8.wav,1,1,both_correct,0.0
ESC-50,89,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-19840-A-36.wav,1,1,both_correct,0.0
ESC-50,90,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-19872-A-36.wav,1,1,both_correct,0.0
ESC-50,91,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-19872-B-36.wav,1,1,both_correct,0.0
ESC-50,92,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-19898-A-41.wav,1,1,both_correct,0.0
ESC-50,93,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-19898-B-41.wav,1,1,both_correct,0.0
ESC-50,94,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-19898-C-41.wav,1,1,both_correct,0.0
ESC-50,95,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-20133-A-39.wav,1,1,both_correct,0.0
ESC-50,96,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-202111-A-3.wav,1,1,both_correct,0.0
ESC-50,97,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-20545-A-28.wav,1,1,both_correct,0.0
ESC-50,98,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-20736-A-18.wav,1,1,both_correct,0.0
ESC-50,99,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-208757-A-2.wav,1,1,both_correct,0.0
ESC-50,100,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-208757-B-2.wav,1,1,both_correct,0.0
ESC-50,101,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-208757-C-2.wav,1,1,both_correct,0.0
ESC-50,102,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-208757-D-2.wav,1,1,both_correct,0.0
ESC-50,103,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-208757-E-2.wav,1,1,both_correct,0.0
ESC-50,104,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-211527-A-20.wav,1,1,both_correct,0.0
ESC-50,105,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-211527-B-20.wav,2,1,wrong_to_correct,0.5
ESC-50,106,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-211527-C-20.wav,1,1,both_correct,0.0
ESC-50,107,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-21189-A-10.wav,1,1,both_correct,0.0
ESC-50,108,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-21421-A-46.wav,1,1,both_correct,0.0
ESC-50,109,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-21896-A-35.wav,1,1,both_correct,0.0
ESC-50,110,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-21934-A-38.wav,1,1,both_correct,0.0
ESC-50,111,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-21935-A-38.wav,1,1,both_correct,0.0
ESC-50,112,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-223162-A-25.wav,2,1,wrong_to_correct,0.5
ESC-50,113,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-22694-A-20.wav,1,1,both_correct,0.0
ESC-50,114,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-22694-B-20.wav,1,1,both_correct,0.0
ESC-50,115,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-22804-A-46.wav,1,1,both_correct,0.0
ESC-50,116,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-22882-A-44.wav,1,1,both_correct,0.0
ESC-50,117,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-23094-A-15.wav,1,1,both_correct,0.0
ESC-50,118,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-23094-B-15.wav,1,1,both_correct,0.0
ESC-50,119,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-23222-A-19.wav,1,1,both_correct,0.0
ESC-50,120,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-23222-B-19.wav,1,1,both_correct,0.0
ESC-50,121,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-23706-A-49.wav,1,1,both_correct,0.0
ESC-50,122,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-23996-A-35.wav,1,1,both_correct,0.0
ESC-50,123,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-23996-B-35.wav,1,2,correct_to_wrong,-0.5
ESC-50,124,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-24074-A-43.wav,1,1,both_correct,0.0
ESC-50,125,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-24076-A-43.wav,1,1,both_correct,0.0
ESC-50,126,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-24524-A-19.wav,1,1,both_correct,0.0
ESC-50,127,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-24524-B-19.wav,1,1,both_correct,0.0
ESC-50,128,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-24524-C-19.wav,1,1,both_correct,0.0
ESC-50,129,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-24796-A-47.wav,1,1,both_correct,0.0
ESC-50,130,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-254507-A-43.wav,1,1,both_correct,0.0
ESC-50,131,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-25777-A-48.wav,1,1,both_correct,0.0
ESC-50,132,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-25781-A-48.wav,1,1,both_correct,0.0
ESC-50,133,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-260640-A-2.wav,1,1,both_correct,0.0
ESC-50,134,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-260640-B-2.wav,1,1,both_correct,0.0
ESC-50,135,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-260640-C-2.wav,1,1,both_correct,0.0
ESC-50,136,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-26143-A-21.wav,1,1,both_correct,0.0
ESC-50,137,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-26176-A-43.wav,1,1,both_correct,0.0
ESC-50,138,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-26177-A-43.wav,1,1,both_correct,0.0
ESC-50,139,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-26188-A-30.wav,1,1,both_correct,0.0
ESC-50,140,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-26222-A-10.wav,1,1,both_correct,0.0
ESC-50,141,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-26806-A-1.wav,1,1,both_correct,0.0
ESC-50,142,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-27165-A-35.wav,1,1,both_correct,0.0
ESC-50,143,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-27166-A-35.wav,2,2,both_wrong,0.0
ESC-50,144,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-27403-A-28.wav,1,1,both_correct,0.0
ESC-50,145,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-27405-A-28.wav,1,1,both_correct,0.0
ESC-50,146,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-27724-A-1.wav,1,1,both_correct,0.0
ESC-50,147,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-28005-A-18.wav,1,1,both_correct,0.0
ESC-50,148,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-28135-A-11.wav,1,1,both_correct,0.0
ESC-50,149,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-28135-B-11.wav,1,1,both_correct,0.0
ESC-50,150,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-28808-A-43.wav,1,1,both_correct,0.0
ESC-50,151,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-29532-A-16.wav,5,3,both_wrong,0.1333333333333333
ESC-50,152,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-29561-A-10.wav,1,1,both_correct,0.0
ESC-50,153,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-29680-A-21.wav,2,2,both_wrong,0.0
ESC-50,154,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-30039-A-26.wav,1,1,both_correct,0.0
ESC-50,155,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-30043-A-26.wav,1,1,both_correct,0.0
ESC-50,156,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-30214-A-18.wav,1,1,both_correct,0.0
ESC-50,157,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-30226-A-0.wav,1,1,both_correct,0.0
ESC-50,158,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-30344-A-0.wav,1,1,both_correct,0.0
ESC-50,159,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-30709-A-23.wav,1,1,both_correct,0.0
ESC-50,160,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-30709-B-23.wav,1,1,both_correct,0.0
ESC-50,161,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-30709-C-23.wav,1,1,both_correct,0.0
ESC-50,162,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-30830-A-24.wav,1,1,both_correct,0.0
ESC-50,163,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-31251-A-6.wav,33,33,both_wrong,0.0
ESC-50,164,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-31251-B-6.wav,21,21,both_wrong,0.0
ESC-50,165,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-31482-A-42.wav,1,1,both_correct,0.0
ESC-50,166,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-31482-B-42.wav,1,1,both_correct,0.0
ESC-50,167,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-31748-A-21.wav,1,1,both_correct,0.0
ESC-50,168,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-31836-A-4.wav,1,1,both_correct,0.0
ESC-50,169,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-31836-B-4.wav,1,1,both_correct,0.0
ESC-50,170,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-32318-A-0.wav,1,1,both_correct,0.0
ESC-50,171,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-32373-A-35.wav,1,2,correct_to_wrong,-0.5
ESC-50,172,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-32373-B-35.wav,2,2,both_wrong,0.0
ESC-50,173,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-32579-A-29.wav,1,1,both_correct,0.0
ESC-50,174,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-33658-A-26.wav,1,1,both_correct,0.0
ESC-50,175,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-34094-A-5.wav,1,1,both_correct,0.0
ESC-50,176,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-34094-B-5.wav,1,1,both_correct,0.0
ESC-50,177,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-34119-A-1.wav,1,1,both_correct,0.0
ESC-50,178,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-34119-B-1.wav,1,1,both_correct,0.0
ESC-50,179,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-34495-A-14.wav,1,1,both_correct,0.0
ESC-50,180,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-34497-A-14.wav,1,1,both_correct,0.0
ESC-50,181,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-34853-A-37.wav,1,1,both_correct,0.0
ESC-50,182,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-35687-A-38.wav,1,1,both_correct,0.0
ESC-50,183,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-36164-A-26.wav,1,1,both_correct,0.0
ESC-50,184,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-36164-B-26.wav,1,1,both_correct,0.0
ESC-50,185,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-36393-A-23.wav,1,1,both_correct,0.0
ESC-50,186,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-36397-A-23.wav,2,1,wrong_to_correct,0.5
ESC-50,187,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-36400-A-23.wav,1,1,both_correct,0.0
ESC-50,188,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-36402-A-23.wav,1,1,both_correct,0.0
ESC-50,189,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-36929-A-47.wav,1,1,both_correct,0.0
ESC-50,190,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-37226-A-29.wav,1,1,both_correct,0.0
ESC-50,191,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-38559-A-14.wav,1,1,both_correct,0.0
ESC-50,192,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-38560-A-14.wav,1,1,both_correct,0.0
ESC-50,193,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-39835-A-9.wav,1,1,both_correct,0.0
ESC-50,194,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-39835-B-9.wav,1,1,both_correct,0.0
ESC-50,195,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-39901-A-11.wav,3,2,both_wrong,0.16666666666666669
ESC-50,196,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-39901-B-11.wav,1,1,both_correct,0.0
ESC-50,197,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-39923-A-1.wav,1,1,both_correct,0.0
ESC-50,198,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-39937-A-28.wav,1,1,both_correct,0.0
ESC-50,199,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-40154-A-46.wav,1,1,both_correct,0.0
ESC-50,200,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-40621-A-28.wav,1,1,both_correct,0.0
ESC-50,201,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-40730-A-1.wav,1,1,both_correct,0.0
ESC-50,202,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-40967-A-28.wav,1,1,both_correct,0.0
ESC-50,203,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-41615-A-34.wav,2,1,wrong_to_correct,0.5
ESC-50,204,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-4211-A-12.wav,1,1,both_correct,0.0
ESC-50,205,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-42139-A-38.wav,1,1,both_correct,0.0
ESC-50,206,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-43382-A-1.wav,1,1,both_correct,0.0
ESC-50,207,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-43760-A-11.wav,3,4,both_wrong,-0.08333333333333331
ESC-50,208,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-43764-A-34.wav,1,1,both_correct,0.0
ESC-50,209,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-43807-A-47.wav,1,1,both_correct,0.0
ESC-50,210,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-43807-B-47.wav,1,1,both_correct,0.0
ESC-50,211,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-43807-C-47.wav,1,1,both_correct,0.0
ESC-50,212,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-43807-D-47.wav,1,1,both_correct,0.0
ESC-50,213,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-44831-A-1.wav,1,1,both_correct,0.0
ESC-50,214,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-45641-A-27.wav,1,1,both_correct,0.0
ESC-50,215,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-45645-A-31.wav,2,1,wrong_to_correct,0.5
ESC-50,216,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-46040-A-14.wav,2,1,wrong_to_correct,0.5
ESC-50,217,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-46272-A-12.wav,1,1,both_correct,0.0
ESC-50,218,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-46274-A-18.wav,1,1,both_correct,0.0
ESC-50,219,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-46353-A-49.wav,1,1,both_correct,0.0
ESC-50,220,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-46744-A-36.wav,1,1,both_correct,0.0
ESC-50,221,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-46938-A-7.wav,2,1,wrong_to_correct,0.5
ESC-50,222,/data/zkx/zkx/iknow-audio/data/ESC-50/audio/1-46938-B-7.wav,1,1,both_correct,0.0
