dataset,relation,selected_samples,iKnow_Hit1,TFS_Hit1,delta_Hit1_pp,iKnow_MRR,TFS_MRR,delta_MRR_pp,wrong_to_correct,correct_to_wrong,net_rescued,warning
ESC-50,has subtype,265,95.84905660377359,97.35849056603773,1.509433962264151,97.32075471698113,98.18867924528301,0.8679245283018869,6,2,4,descriptive conditional subset; relations co-occur and this is not a causal effect
ESC-50,has timbre,162,91.9753086419753,95.67901234567901,3.7037037037037033,95.44238683127573,97.27366255144034,1.831275720164609,9,3,6,descriptive conditional subset; relations co-occur and this is not a causal effect
ESC-50,indicates,202,90.5940594059406,91.58415841584159,0.9900990099009901,92.67480729179532,93.02134194526064,0.3465346534653465,4,2,2,descriptive conditional subset; relations co-occur and this is not a causal effect
ESC-50,invites action,117,89.74358974358975,94.01709401709401,4.273504273504273,93.93162393162393,95.64102564102565,1.7094017094017095,7,2,5,descriptive conditional subset; relations co-occur and this is not a causal effect
ESC-50,is a type of,454,92.73127753303964,97.57709251101322,4.845814977973569,96.09397944199706,98.47283406754772,2.378854625550661,25,3,22,descriptive conditional subset; relations co-occur and this is not a causal effect
ESC-50,is instance of,264,96.21212121212122,95.83333333333334,-0.3787878787878788,97.8030303030303,97.45580808080807,-0.34722222222222215,8,9,-1,descriptive conditional subset; relations co-occur and this is not a causal effect
ESC-50,is sound of,261,90.03831417624522,94.25287356321839,4.21455938697318,94.64878671775223,96.72413793103448,2.0753512132822483,13,2,11,descriptive conditional subset; relations co-occur and this is not a causal effect
ESC-50,is variant of,356,95.50561797752809,96.62921348314607,1.1235955056179776,97.35486891385769,97.9868913857678,0.6320224719101123,9,5,4,descriptive conditional subset; relations co-occur and this is not a causal effect
ESC-50,linked to visual,159,86.16352201257862,88.67924528301887,2.515723270440252,90.6011999573734,91.39784565967949,0.7966457023060796,8,4,4,descriptive conditional subset; relations co-occur and this is not a causal effect
ESC-50,localized in,221,90.49773755656109,93.66515837104072,3.167420814479638,94.3774852598382,95.93857123268887,1.5610859728506787,13,6,7,descriptive conditional subset; relations co-occur and this is not a causal effect
ESC-50,occurs in,282,92.90780141843972,95.0354609929078,2.127659574468085,95.33621815536709,96.34094628775482,1.0047281323877066,8,2,6,descriptive conditional subset; relations co-occur and this is not a causal effect
ESC-50,originates from,163,96.93251533742331,95.0920245398773,-1.8404907975460123,98.07770961145195,96.67689161554192,-1.4008179959100207,2,5,-3,descriptive conditional subset; relations co-occur and this is not a causal effect
ESC-50,overlaps with,393,91.34860050890585,94.14758269720102,2.7989821882951653,93.68516295248821,95.10585845715318,1.42069550466497,13,2,11,descriptive conditional subset; relations co-occur and this is not a causal effect
ESC-50,part of scene,243,92.5925925925926,92.5925925925926,0.0,94.74670733929993,94.39691310061681,-0.34979423868312765,2,2,0,descriptive conditional subset; relations co-occur and this is not a causal effect
ESC-50,perceived as,92,92.3913043478261,92.3913043478261,0.0,95.50724637681158,95.14492753623188,-0.3623188405797102,2,2,0,descriptive conditional subset; relations co-occur and this is not a causal effect
ESC-50,performed by,160,80.625,88.75,8.125,87.94496067657832,91.90329400991166,3.958333333333333,16,3,13,descriptive conditional subset; relations co-occur and this is not a causal effect
ESC-50,precedes,299,88.96321070234113,88.2943143812709,-0.6688963210702341,90.76498934254921,90.23544642170195,-0.5295429208472687,2,4,-2,descriptive conditional subset; relations co-occur and this is not a causal effect
ESC-50,produced during,167,92.81437125748504,94.61077844311377,1.7964071856287425,95.62874251497007,96.47704590818364,0.8483033932135728,4,1,3,descriptive conditional subset; relations co-occur and this is not a causal effect
ESC-50,produces,297,91.58249158249158,97.97979797979798,6.397306397306397,95.679012345679,98.93378226711559,3.2547699214365884,19,0,19,descriptive conditional subset; relations co-occur and this is not a causal effect
ESC-50,requires attention,150,88.66666666666667,93.33333333333333,4.666666666666667,93.02722832722833,94.86056166056164,1.8333333333333333,10,3,7,descriptive conditional subset; relations co-occur and this is not a causal effect
ESC-50,responds to,224,92.85714285714286,96.875,4.017857142857143,95.60625386518244,97.61518243661101,2.0089285714285716,10,1,9,descriptive conditional subset; relations co-occur and this is not a causal effect
ESC-50,scene contains,234,94.01709401709401,94.87179487179486,0.8547008547008548,96.21012178704487,96.56624714317022,0.3561253561253562,6,4,2,descriptive conditional subset; relations co-occur and this is not a causal effect
ESC-50,temporal component of,124,87.09677419354838,97.58064516129032,10.483870967741936,92.74193548387096,98.38709677419355,5.64516129032258,13,0,13,descriptive conditional subset; relations co-occur and this is not a causal effect
ESC-50,transcribed as,147,92.51700680272108,95.91836734693877,3.4013605442176873,95.29042386185245,97.10448281876852,1.8140589569160999,6,1,5,descriptive conditional subset; relations co-occur and this is not a causal effect
ESC-50,triggers,191,91.62303664921467,93.717277486911,2.094240837696335,95.17452006980803,95.91623036649214,0.7417102966841186,8,4,4,descriptive conditional subset; relations co-occur and this is not a causal effect
ESC-50,used for,200,92.5,95.5,3.0,95.93333333333334,97.24166666666667,1.3083333333333333,11,5,6,descriptive conditional subset; relations co-occur and this is not a causal effect
ESC-50,warns about,141,79.43262411347519,85.1063829787234,5.673758865248227,83.51323547819169,86.72836550183234,3.2151300236406617,8,0,8,descriptive conditional subset; relations co-occur and this is not a causal effect
UrbanSound8K,affects,649,78.42835130970724,79.35285053929123,0.9244992295839755,86.19610145033874,86.97422163523858,0.7781201848998459,30,24,6,descriptive conditional subset; relations co-occur and this is not a causal effect
UrbanSound8K,associated with environment,344,79.65116279069767,76.74418604651163,-2.9069767441860463,86.60022148394242,85.33084163898118,-1.2693798449612403,8,18,-10,descriptive conditional subset; relations co-occur and this is not a causal effect
UrbanSound8K,associated with event,349,75.35816618911176,81.66189111747852,6.303724928366762,85.20136899076726,87.93775867558104,2.736389684813753,42,20,22,descriptive conditional subset; relations co-occur and this is not a causal effect
UrbanSound8K,belongs to class,517,79.49709864603481,80.65764023210832,1.160541586073501,88.1359952104633,88.62600165791655,0.49000644745325606,21,15,6,descriptive conditional subset; relations co-occur and this is not a causal effect
UrbanSound8K,can be heard in,1107,93.04426377597109,94.3089430894309,1.2646793134598013,95.84193659396911,96.52094893964815,0.6790123456790125,22,8,14,descriptive conditional subset; relations co-occur and this is not a causal effect
UrbanSound8K,caused by,794,87.6574307304786,91.68765743073047,4.030226700251889,92.55082763584022,94.8556135300468,2.3047858942065496,44,12,32,descriptive conditional subset; relations co-occur and this is not a causal effect
UrbanSound8K,co-occurs with,1310,91.29770992366413,91.6793893129771,0.38167938931297707,94.77271901126862,94.9190294438386,0.14631043256997459,25,20,5,descriptive conditional subset; relations co-occur and this is not a causal effect
UrbanSound8K,described by,1010,83.46534653465346,85.64356435643565,2.178217821782178,90.15370108439414,91.04644035832153,0.8927392739273926,36,14,22,descriptive conditional subset; relations co-occur and this is not a causal effect
UrbanSound8K,emitted by,680,82.5,86.76470588235294,4.264705882352941,89.22846638655462,91.42699579831933,2.1985294117647065,42,13,29,descriptive conditional subset; relations co-occur and this is not a causal effect
UrbanSound8K,emotionally associated with,1702,76.14571092831962,79.02467685076381,2.8789659224441833,86.85074049204484,88.35583254061514,1.5050920485703094,123,74,49,descriptive conditional subset; relations co-occur and this is not a causal effect
UrbanSound8K,entails event,287,78.397212543554,86.41114982578398,8.013937282229964,87.4961285327139,91.6831204026326,4.1869918699187,32,9,23,descriptive conditional subset; relations co-occur and this is not a causal effect
UrbanSound8K,event composed of,656,87.65243902439023,89.17682926829268,1.524390243902439,92.45947057684862,93.03365756871852,0.5741869918699186,22,12,10,descriptive conditional subset; relations co-occur and this is not a causal effect
UrbanSound8K,follows,1596,91.79197994987469,92.23057644110276,0.43859649122807015,94.89611926642002,94.97026295898478,0.07414369256474523,21,14,7,descriptive conditional subset; relations co-occur and this is not a causal effect
UrbanSound8K,generated by,979,79.97957099080695,82.53319713993871,2.5536261491317673,88.22547302884382,89.56187071355612,1.3363976847122914,34,9,25,descriptive conditional subset; relations co-occur and this is not a causal effect
UrbanSound8K,has children,1060,81.60377358490565,85.18867924528301,3.5849056603773586,89.10927672955975,90.9190251572327,1.8097484276729563,62,24,38,descriptive conditional subset; relations co-occur and this is not a causal effect
UrbanSound8K,has duration,779,81.77150192554558,81.38639281129653,-0.38510911424903727,89.29427226603093,88.95623204352344,-0.3380402225074883,8,11,-3,descriptive conditional subset; relations co-occur and this is not a causal effect
UrbanSound8K,has loudness,1034,85.97678916827853,85.49323017408123,-0.4835589941972921,92.07216542322925,91.53702680298424,-0.5351386202450032,22,27,-5,descriptive conditional subset; relations co-occur and this is not a causal effect
UrbanSound8K,has parent,1135,87.22466960352423,88.63436123348018,1.4096916299559472,91.94178728760225,92.75676526117056,0.8149779735682819,41,25,16,descriptive conditional subset; relations co-occur and this is not a causal effect
UrbanSound8K,has pitch,862,77.1461716937355,74.36194895591647,-2.784222737819025,87.44434316650093,86.00389459728206,-1.4404485692188709,7,31,-24,descriptive conditional subset; relations co-occur and this is not a causal effect
UrbanSound8K,has sibling,1527,92.99279633267845,95.54682383759004,2.5540275049115913,95.75887984532385,96.99332647269779,1.2344466273739358,48,9,39,descriptive conditional subset; relations co-occur and this is not a causal effect
UrbanSound8K,has subtype,1356,87.68436578171091,91.5929203539823,3.908554572271387,92.50002926440982,94.70135669803811,2.2013274336283186,64,11,53,descriptive conditional subset; relations co-occur and this is not a causal effect
UrbanSound8K,has timbre,1150,85.47826086956522,85.82608695652173,0.34782608695652173,91.20945479641132,91.21815044858522,0.008695652173912974,26,22,4,descriptive conditional subset; relations co-occur and this is not a causal effect
UrbanSound8K,indicates,571,90.01751313485113,90.54290718038528,0.5253940455341506,93.53348344591778,93.70277708281212,0.16929363689433732,9,6,3,descriptive conditional subset; relations co-occur and this is not a causal effect
UrbanSound8K,invites action,605,67.10743801652893,74.87603305785125,7.768595041322314,81.49626131444315,84.81582054309328,3.3195592286501365,70,23,47,descriptive conditional subset; relations co-occur and this is not a causal effect
UrbanSound8K,is a type of,2166,87.25761772853186,90.76638965835642,3.508771929824561,92.2767628134664,94.1473383751777,1.8705755617112958,108,32,76,descriptive conditional subset; relations co-occur and this is not a causal effect
UrbanSound8K,is instance of,610,82.45901639344262,88.52459016393442,6.065573770491803,90.33333333333333,92.87158469945355,2.5382513661202184,50,13,37,descriptive conditional subset; relations co-occur and this is not a causal effect
UrbanSound8K,is sound of,711,88.0450070323488,87.48241912798875,-0.5625879043600562,92.7968655816757,92.18270711941598,-0.6141584622597283,21,25,-4,descriptive conditional subset; relations co-occur and this is not a causal effect
UrbanSound8K,is variant of,1663,82.80216476247745,85.32772098616958,2.525556223692123,90.59261327301014,91.87543548186964,1.2828222088594907,96,54,42,descriptive conditional subset; relations co-occur and this is not a causal effect
UrbanSound8K,linked to visual,778,81.74807197943444,86.88946015424165,5.141388174807198,89.77588036071327,92.39798832986494,2.6221079691516707,58,18,40,descriptive conditional subset; relations co-occur and this is not a causal effect
UrbanSound8K,localized in,1091,88.63428047662694,91.29239230064161,2.6581118240146653,93.35122866745232,94.6879228318275,1.336694164375191,47,18,29,descriptive conditional subset; relations co-occur and this is not a causal effect
UrbanSound8K,occurs in,1006,87.47514910536779,89.16500994035785,1.6898608349900597,91.77462999779102,92.79683013032913,1.0222001325381047,22,5,17,descriptive conditional subset; relations co-occur and this is not a causal effect
UrbanSound8K,originates from,622,80.06430868167203,78.77813504823152,-1.2861736334405145,87.5474659317103,86.21306078701576,-1.3344051446945342,20,28,-8,descriptive conditional subset; relations co-occur and this is not a causal effect
UrbanSound8K,overlaps with,2166,90.99722991689751,92.2899353647276,1.2927054478301014,94.5500080610884,95.27715487549283,0.7271468144044322,55,27,28,descriptive conditional subset; relations co-occur and this is not a causal effect
UrbanSound8K,part of scene,592,86.31756756756756,87.83783783783784,1.5202702702702704,91.50378056628057,92.18508687258688,0.6813063063063063,20,11,9,descriptive conditional subset; relations co-occur and this is not a causal effect
UrbanSound8K,perceived as,454,83.03964757709251,90.52863436123349,7.488986784140969,89.86749178379135,93.87263128452555,4.005139500734215,38,4,34,descriptive conditional subset; relations co-occur and this is not a causal effect
UrbanSound8K,performed by,854,77.04918032786885,82.31850117096019,5.269320843091335,86.31384521021522,89.20026207204194,2.8864168618266977,66,21,45,descriptive conditional subset; relations co-occur and this is not a causal effect
UrbanSound8K,precedes,1335,87.41573033707866,89.36329588014982,1.947565543071161,92.76463943879673,93.823316092979,1.0586766541822723,33,7,26,descriptive conditional subset; relations co-occur and this is not a causal effect
UrbanSound8K,produced during,465,86.23655913978494,90.10752688172043,3.870967741935484,91.48412698412697,93.74219150025601,2.258064516129032,23,5,18,descriptive conditional subset; relations co-occur and this is not a causal effect
UrbanSound8K,produces,1411,86.74698795180723,89.2983699503898,2.551381998582565,91.96438414723318,93.50820649544958,1.5438223482163949,47,11,36,descriptive conditional subset; relations co-occur and this is not a causal effect
UrbanSound8K,requires attention,419,79.23627684964201,86.63484486873509,7.398568019093078,87.81793385612,91.63654960790998,3.8186157517899764,45,14,31,descriptive conditional subset; relations co-occur and this is not a causal effect
UrbanSound8K,responds to,350,79.14285714285715,86.57142857142858,7.428571428571429,87.33503401360544,91.3017006802721,3.9666666666666663,29,3,26,descriptive conditional subset; relations co-occur and this is not a causal effect
UrbanSound8K,scene contains,647,83.9258114374034,86.39876352395672,2.472952086553323,90.20871666544001,91.53020043669194,1.321483771251932,28,12,16,descriptive conditional subset; relations co-occur and this is not a causal effect
UrbanSound8K,temporal component of,945,85.71428571428571,90.7936507936508,5.079365079365079,91.56466784244562,94.22780717225162,2.663139329805996,61,13,48,descriptive conditional subset; relations co-occur and this is not a causal effect
UrbanSound8K,transcribed as,1266,80.56872037914692,79.46287519747234,-1.1058451816745656,89.59132626194238,88.75009403445421,-0.8412322274881515,55,69,-14,descriptive conditional subset; relations co-occur and this is not a causal effect
UrbanSound8K,triggers,758,82.71767810026385,85.22427440633246,2.5065963060686016,90.1696192989069,91.30858148008545,1.13896218117854,57,38,19,descriptive conditional subset; relations co-occur and this is not a causal effect
UrbanSound8K,used for,852,89.67136150234741,90.14084507042254,0.4694835680751174,94.0112899619942,94.14626648781578,0.13497652582159622,20,16,4,descriptive conditional subset; relations co-occur and this is not a causal effect
UrbanSound8K,warns about,440,71.81818181818181,80.22727272727272,8.409090909090908,83.00351731601732,87.10579004329004,4.102272727272727,52,15,37,descriptive conditional subset; relations co-occur and this is not a causal effect
FSD50K,affects,1326,60.93514328808446,67.49622926093515,6.561085972850679,73.52266279533906,77.10465542144934,3.581992626110273,140,53,87,descriptive conditional subset; relations co-occur and this is not a causal effect
FSD50K,associated with environment,1006,57.85288270377733,61.431411530815105,3.5785288270377733,70.0991024269736,71.8672597169997,1.7681572900260771,80,44,36,descriptive conditional subset; relations co-occur and this is not a causal effect
FSD50K,associated with event,1115,58.654708520179376,63.67713004484305,5.0224215246636765,71.68103387349841,74.42745710646872,2.7464232329703178,114,58,56,descriptive conditional subset; relations co-occur and this is not a causal effect
FSD50K,belongs to class,1147,62.85963382737576,66.08544027898866,3.225806451612903,74.11171544306993,75.71098752621297,1.5992720831430507,92,55,37,descriptive conditional subset; relations co-occur and this is not a causal effect
FSD50K,can be heard in,1350,65.92592592592592,69.77777777777779,3.851851851851852,76.88454297655495,78.80894038984125,1.9243974132863024,107,55,52,descriptive conditional subset; relations co-occur and this is not a causal effect
FSD50K,caused by,1452,59.29752066115702,65.35812672176309,6.0606060606060606,72.15819901412418,75.57819442275596,3.419995408631772,154,66,88,descriptive conditional subset; relations co-occur and this is not a causal effect
FSD50K,co-occurs with,1590,63.081761006289305,65.9119496855346,2.8301886792452833,73.87783216314766,75.2619291981881,1.3840970350404314,138,93,45,descriptive conditional subset; relations co-occur and this is not a causal effect
FSD50K,described by,1067,51.921274601686974,59.512652296157455,7.591377694470477,66.37861598460958,70.2948028904872,3.9161869058776277,137,56,81,descriptive conditional subset; relations co-occur and this is not a causal effect
FSD50K,emitted by,928,54.633620689655174,59.91379310344828,5.280172413793103,68.22888334869329,70.662945335557,2.4340619868637106,101,52,49,descriptive conditional subset; relations co-occur and this is not a causal effect
FSD50K,emotionally associated with,1138,61.6871704745167,63.18101933216169,1.493848857644991,73.54243258446895,73.44869772140193,-0.09373486306702451,88,71,17,descriptive conditional subset; relations co-occur and this is not a causal effect
FSD50K,entails event,1148,56.968641114982574,61.41114982578397,4.442508710801394,69.36740668298023,71.54014530813038,2.1727386251501413,121,70,51,descriptive conditional subset; relations co-occur and this is not a causal effect
FSD50K,event composed of,1036,54.633204633204635,57.33590733590733,2.7027027027027026,67.83028654106421,68.81484252562021,0.9845559845559845,93,65,28,descriptive conditional subset; relations co-occur and this is not a causal effect
FSD50K,follows,1429,65.5703289013296,68.57942617214835,3.009097270818754,76.22871074194484,77.37222695481553,1.1435162128706926,117,74,43,descriptive conditional subset; relations co-occur and this is not a causal effect
FSD50K,generated by,1034,59.381044487427474,63.73307543520309,4.352030947775629,71.34088642944354,73.54503624481193,2.2041498153683845,99,54,45,descriptive conditional subset; relations co-occur and this is not a causal effect
FSD50K,has children,1685,65.16320474777449,71.92878338278932,6.765578635014837,75.64643584974853,79.320105682094,3.6736698323454533,187,73,114,descriptive conditional subset; relations co-occur and this is not a causal effect
FSD50K,has duration,921,58.19761129207384,63.19218241042345,4.99457111834962,69.92603351178427,72.70139845327299,2.7753649414887205,92,46,46,descriptive conditional subset; relations co-occur and this is not a causal effect
FSD50K,has loudness,840,52.38095238095239,59.88095238095238,7.5,66.30882741226498,69.95288298771155,3.6440555754465533,94,31,63,descriptive conditional subset; relations co-occur and this is not a causal effect
FSD50K,has parent,1085,63.04147465437788,66.17511520737327,3.133640552995392,73.18394582658439,74.73729105434357,1.5533452277591728,83,49,34,descriptive conditional subset; relations co-occur and this is not a causal effect
FSD50K,has pitch,896,51.89732142857143,58.37053571428571,6.4732142857142865,65.81733231682877,69.2912375039036,3.4739051870748305,117,59,58,descriptive conditional subset; relations co-occur and this is not a causal effect
FSD50K,has sibling,1116,62.18637992831542,67.56272401433692,5.376344086021505,72.51764260210912,75.43575167993069,2.91810907782156,100,40,60,descriptive conditional subset; relations co-occur and this is not a causal effect
FSD50K,has subtype,1370,60.21897810218978,70.07299270072993,9.854014598540147,73.06066182195843,78.08846856509362,5.02780674313521,185,50,135,descriptive conditional subset; relations co-occur and this is not a causal effect
FSD50K,has timbre,732,58.46994535519126,62.841530054644814,4.371584699453552,70.73112868056107,72.7972770889226,2.0661484083615234,66,34,32,descriptive conditional subset; relations co-occur and this is not a causal effect
FSD50K,indicates,991,59.334006054490416,65.59031281533805,6.256306760847628,71.05478293050146,74.35756351128407,3.3027805807825987,96,34,62,descriptive conditional subset; relations co-occur and this is not a causal effect
FSD50K,invites action,758,56.99208443271768,59.63060686015831,2.638522427440633,69.3659471441346,70.5282058030951,1.162258658960506,79,59,20,descriptive conditional subset; relations co-occur and this is not a causal effect
FSD50K,is a type of,1696,60.67216981132076,67.09905660377359,6.426886792452831,72.31780327149615,75.87622115574398,3.5584178842478087,162,53,109,descriptive conditional subset; relations co-occur and this is not a causal effect
FSD50K,is instance of,1083,60.387811634349035,64.26592797783933,3.8781163434903045,71.8067495169375,73.51189289105594,1.7051433741184432,107,65,42,descriptive conditional subset; relations co-occur and this is not a causal effect
FSD50K,is sound of,1191,60.87321578505458,64.31570109151973,3.4424853064651555,72.03076465900423,73.6630797736871,1.6323151146828732,87,46,41,descriptive conditional subset; relations co-occur and this is not a causal effect
FSD50K,is variant of,1496,63.70320855614974,68.64973262032086,4.946524064171124,74.5580427327414,77.07462133387884,2.5165786011374243,139,65,74,descriptive conditional subset; relations co-occur and this is not a causal effect
FSD50K,linked to visual,797,53.4504391468005,61.22961104140528,7.779171894604768,66.70354172763138,70.96635266547368,4.262810937842305,106,44,62,descriptive conditional subset; relations co-occur and this is not a causal effect
FSD50K,localized in,585,58.2905982905983,59.65811965811966,1.3675213675213675,69.81721935929389,70.25474479681934,0.43752543752543765,64,56,8,descriptive conditional subset; relations co-occur and this is not a causal effect
FSD50K,occurs in,959,63.29509906152242,65.48488008342022,2.18978102189781,73.75946712163667,75.11640759745097,1.3569404758143029,74,53,21,descriptive conditional subset; relations co-occur and this is not a causal effect
FSD50K,originates from,1011,64.09495548961425,69.04055390702275,4.945598417408506,74.86416546258619,77.64029470755816,2.7761292449719743,98,48,50,descriptive conditional subset; relations co-occur and this is not a causal effect
FSD50K,overlaps with,1175,65.27659574468086,71.23404255319149,5.957446808510639,75.45131071090412,78.80095610097506,3.349645390070922,97,27,70,descriptive conditional subset; relations co-occur and this is not a causal effect
FSD50K,part of scene,842,59.38242280285036,62.70783847980997,3.32541567695962,71.43378506855774,72.50248016338108,1.0686950948233607,73,45,28,descriptive conditional subset; relations co-occur and this is not a causal effect
FSD50K,perceived as,1004,53.68525896414342,58.66533864541833,4.9800796812749,68.053710001244,70.41711352998618,2.363403528742174,123,73,50,descriptive conditional subset; relations co-occur and this is not a causal effect
FSD50K,performed by,1199,63.21934945788157,66.05504587155964,2.835696413678065,73.96486320558222,75.13528299985522,1.1704197942730052,101,67,34,descriptive conditional subset; relations co-occur and this is not a causal effect
FSD50K,precedes,1163,61.90885640584695,65.43422184006879,3.52536543422184,73.1155831775589,75.18473619899052,2.0691530214316116,101,60,41,descriptive conditional subset; relations co-occur and this is not a causal effect
FSD50K,produced during,847,59.50413223140496,64.93506493506493,5.430932703659976,72.02959036228616,74.3324894833671,2.302899121080939,92,46,46,descriptive conditional subset; relations co-occur and this is not a causal effect
FSD50K,produces,1290,62.48062015503876,65.65891472868218,3.1782945736434107,73.75147874307618,74.8362299092227,1.084751166146515,103,62,41,descriptive conditional subset; relations co-occur and this is not a causal effect
FSD50K,requires attention,870,53.9080459770115,59.310344827586206,5.402298850574713,67.54674064528093,70.64734113868502,3.1006004934040923,105,58,47,descriptive conditional subset; relations co-occur and this is not a causal effect
FSD50K,responds to,970,55.25773195876289,59.48453608247423,4.22680412371134,67.96178390684678,70.0054756103323,2.043691703485518,88,47,41,descriptive conditional subset; relations co-occur and this is not a causal effect
FSD50K,scene contains,1072,55.41044776119403,58.95522388059702,3.544776119402985,68.37697085167896,69.95127936861807,1.574308516939114,97,59,38,descriptive conditional subset; relations co-occur and this is not a causal effect
FSD50K,temporal component of,890,57.19101123595506,63.258426966292134,6.067415730337078,70.53485769210178,73.57248922411533,3.0376315320135543,103,49,54,descriptive conditional subset; relations co-occur and this is not a causal effect
FSD50K,transcribed as,923,60.67172264355363,62.405200433369444,1.7334777898158178,73.27084323748755,73.78353477130585,0.5126915338182945,80,64,16,descriptive conditional subset; relations co-occur and this is not a causal effect
FSD50K,triggers,1006,60.93439363817097,65.4075546719682,4.473161033797217,72.76533289981487,75.23346064130246,2.4681277414875824,84,39,45,descriptive conditional subset; relations co-occur and this is not a causal effect
FSD50K,used for,1168,57.96232876712328,63.27054794520548,5.308219178082192,69.92979545004523,72.80739112301762,2.8775956729723853,124,62,62,descriptive conditional subset; relations co-occur and this is not a causal effect
FSD50K,warns about,758,56.99208443271768,60.4221635883905,3.430079155672823,70.48956746891028,72.08493120807348,1.5953637391632112,82,56,26,descriptive conditional subset; relations co-occur and this is not a causal effect
AudioSet,affects,2550,28.3921568627451,30.0,1.607843137254902,40.87583757423791,41.60830063886042,0.7324630646225118,150,109,41,descriptive conditional subset; relations co-occur and this is not a causal effect
AudioSet,associated with environment,2202,27.9291553133515,29.836512261580385,1.9073569482288828,40.27125252421377,41.02782310964722,0.7565705854334525,138,96,42,descriptive conditional subset; relations co-occur and this is not a causal effect
AudioSet,associated with event,2289,28.39667977282656,29.357798165137616,0.9611183923110528,40.825229641356216,41.01462054803444,0.1893909066782217,132,110,22,descriptive conditional subset; relations co-occur and this is not a causal effect
AudioSet,belongs to class,1823,29.840921557871642,31.212287438288534,1.3713658804168951,41.54635588922733,42.37950645850989,0.8331505692825592,84,59,25,descriptive conditional subset; relations co-occur and this is not a causal effect
